2023-04-15 18:36:33,792 - [INFO] - {'name': 'nell23k_distmult', 'dataset': 'NELL23K', 'model': 'hogrn', 'score_func': 'distmult', 'opn': 'mult', 'batch_size': 256, 'max_epochs': 9999, 'gamma': 40, 'gpu': '0', 'l2': 0, 'lr': 0.001, 'lbl_smooth': 0.1, 'num_workers': 2, 'seed': 41504, 'restore': False, 'bias': False, 'rel_reason': True, 'pre_reason': False, 'reason_type': 'mixdrop', 'act_type': 'tanh', 'rel_norm': False, 'init_dim': 150, 'gcn_dim': 150, 'embed_dim': 150, 'gcn_layer': 2, 'dropout': 0.3, 'hid_drop': 0.2, 'relmix_dim': 200, 'chamix_dim': 200, 'rel_mask': 0, 'chan_drop': 0.2, 'edge_drop': 0, 'temperature': 1, 'sim_decay': 0, 'rel_drop': 0, 'hid_drop2': 0.3, 'feat_drop': 0.3, 'k_w': 10, 'k_h': 10, 'num_filt': 32, 'ker_sz': 3, 'log_dir': './log/', 'config_dir': './config/'}
{'act_type': 'tanh',
 'batch_size': 256,
 'bias': False,
 'chamix_dim': 200,
 'chan_drop': 0.2,
 'config_dir': './config/',
 'dataset': 'NELL23K',
 'dropout': 0.3,
 'edge_drop': 0,
 'embed_dim': 150,
 'feat_drop': 0.3,
 'gamma': 40,
 'gcn_dim': 150,
 'gcn_layer': 2,
 'gpu': '0',
 'hid_drop': 0.2,
 'hid_drop2': 0.3,
 'init_dim': 150,
 'k_h': 10,
 'k_w': 10,
 'ker_sz': 3,
 'l2': 0,
 'lbl_smooth': 0.1,
 'log_dir': './log/',
 'lr': 0.001,
 'max_epochs': 9999,
 'model': 'hogrn',
 'name': 'nell23k_distmult',
 'num_filt': 32,
 'num_workers': 2,
 'opn': 'mult',
 'pre_reason': False,
 'reason_type': 'mixdrop',
 'rel_drop': 0,
 'rel_mask': 0,
 'rel_norm': False,
 'rel_reason': True,
 'relmix_dim': 200,
 'restore': False,
 'score_func': 'distmult',
 'seed': 41504,
 'sim_decay': 0,
 'temperature': 1}
Dataset:  NELL23K
NUM_ENT:  22925
NUM_REL:  200
Model have 3.9653M paramerters in total
########
2023-04-15 18:36:41,449 - [INFO] - [Epoch:0]:  Training Loss:0.1511
2023-04-15 18:38:35,985 - [INFO] - [Epoch:21]:  Training Loss:0.001098

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:38:41,442 - [INFO] - [Epoch:22]:  Training Loss:0.001102

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:38:46,861 - [INFO] - [Epoch:23]:  Training Loss:0.001088

Time cost in one epoch for training: 0.0903s
########
2023-04-15 18:38:52,283 - [INFO] - [Epoch:24]:  Training Loss:0.001086

Time cost in one epoch for training: 0.0904s
########
2023-04-15 18:38:57,659 - [INFO] - [Epoch:25]:  Training Loss:0.001081

Time cost in one epoch for training: 0.0896s
########
2023-04-15 18:39:03,084 - [INFO] - [Epoch:26]:  Training Loss:0.001078

Time cost in one epoch for training: 0.0904s
########
2023-04-15 18:39:08,478 - [INFO] - [Epoch:27]:  Training Loss:0.00108

Time cost in one epoch for training: 0.0899s
########
2023-04-15 18:39:13,946 - [INFO] - [Epoch:28]:  Training Loss:0.001078

Time cost in one epoch for training: 0.0912s
########
2023-04-15 18:39:19,376 - [INFO] - [Epoch:29]:  Training Loss:0.001075

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:39:24,831 - [INFO] - [Epoch:30]:  Training Loss:0.001072

Time cost in one epoch for training: 0.0909s
########
2023-04-15 18:39:30,258 - [INFO] - [Epoch:31]:  Training Loss:0.00107

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:39:35,638 - [INFO] - [Epoch:32]:  Training Loss:0.001072

Time cost in one epoch for training: 0.0897s
########
2023-04-15 18:39:41,158 - [INFO] - [Epoch:33]:  Training Loss:0.001067

Time cost in one epoch for training: 0.0921s
########
2023-04-15 18:39:46,594 - [INFO] - [Epoch:34]:  Training Loss:0.001067

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:39:52,056 - [INFO] - [Epoch:35]:  Training Loss:0.001066

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:39:57,467 - [INFO] - [Epoch:36]:  Training Loss:0.001061

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:40:02,871 - [INFO] - [Epoch:37]:  Training Loss:0.001058

Time cost in one epoch for training: 0.0900s
########
2023-04-15 18:40:08,373 - [INFO] - [Epoch:38]:  Training Loss:0.001058

Time cost in one epoch for training: 0.0917s
########
2023-04-15 18:40:13,736 - [INFO] - [Epoch:39]:  Training Loss:0.001056

Time cost in one epoch for training: 0.0894s
########
2023-04-15 18:40:19,192 - [INFO] - [Epoch:40]:  Training Loss:0.001076

Time cost in one epoch for training: 0.0909s
########
2023-04-15 18:40:24,626 - [INFO] - [Epoch:41]:  Training Loss:0.001063

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:40:30,042 - [INFO] - [Epoch:42]:  Training Loss:0.001058

Time cost in one epoch for training: 0.0903s
########
2023-04-15 18:40:35,507 - [INFO] - [Epoch:43]:  Training Loss:0.001055

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:40:40,973 - [INFO] - [Epoch:44]:  Training Loss:0.001055

Time cost in one epoch for training: 0.0912s
########
2023-04-15 18:40:46,345 - [INFO] - [Epoch:45]:  Training Loss:0.00108

Time cost in one epoch for training: 0.0895s
########
2023-04-15 18:40:51,810 - [INFO] - [Epoch:46]:  Training Loss:0.001057

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:40:57,249 - [INFO] - [Epoch:47]:  Training Loss:0.001051

Time cost in one epoch for training: 0.0907s
########
2023-04-15 18:41:02,723 - [INFO] - [Epoch:48]:  Training Loss:0.001048

Time cost in one epoch for training: 0.0912s
########
2023-04-15 18:41:08,202 - [INFO] - [Epoch:49]:  Training Loss:0.001049

Time cost in one epoch for training: 0.0913s
########
2023-04-15 18:41:13,634 - [INFO] - [Epoch:50]:  Training Loss:0.001045

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:41:19,125 - [INFO] - [Epoch:51]:  Training Loss:0.001058

Time cost in one epoch for training: 0.0915s
########
2023-04-15 18:41:24,539 - [INFO] - [Epoch:52]:  Training Loss:0.001053

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:41:29,919 - [INFO] - [Epoch:53]:  Training Loss:0.001048

Time cost in one epoch for training: 0.0897s
########
2023-04-15 18:41:35,382 - [INFO] - [Epoch:54]:  Training Loss:0.001047

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:41:40,799 - [INFO] - [Epoch:55]:  Training Loss:0.001045

Time cost in one epoch for training: 0.0903s
########
2023-04-15 18:41:46,215 - [INFO] - [Epoch:56]:  Training Loss:0.001045

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:41:51,734 - [INFO] - [Epoch:57]:  Training Loss:0.001042

Time cost in one epoch for training: 0.0920s
########
2023-04-15 18:41:57,228 - [INFO] - [Epoch:58]:  Training Loss:0.001053

Time cost in one epoch for training: 0.0917s
########
2023-04-15 18:42:02,717 - [INFO] - [Epoch:59]:  Training Loss:0.00105

Time cost in one epoch for training: 0.0914s
########
2023-04-15 18:42:08,183 - [INFO] - [Epoch:60]:  Training Loss:0.001049

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:42:13,610 - [INFO] - [Epoch:61]:  Training Loss:0.001044

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:42:19,010 - [INFO] - [Epoch:62]:  Training Loss:0.00104

Time cost in one epoch for training: 0.0900s
########
2023-04-15 18:42:24,460 - [INFO] - [Epoch:63]:  Training Loss:0.00104

Time cost in one epoch for training: 0.0908s
########
2023-04-15 18:42:29,900 - [INFO] - [Epoch:64]:  Training Loss:0.001039

Time cost in one epoch for training: 0.0907s
########
2023-04-15 18:42:35,387 - [INFO] - [Epoch:65]:  Training Loss:0.001038

Time cost in one epoch for training: 0.0915s
########
2023-04-15 18:42:40,795 - [INFO] - [Epoch:66]:  Training Loss:0.00104

Time cost in one epoch for training: 0.0901s
########
2023-04-15 18:42:46,287 - [INFO] - [Epoch:67]:  Training Loss:0.001039

Time cost in one epoch for training: 0.0915s
########
2023-04-15 18:42:51,737 - [INFO] - [Epoch:68]:  Training Loss:0.001035

Time cost in one epoch for training: 0.0909s
########
2023-04-15 18:42:57,150 - [INFO] - [Epoch:69]:  Training Loss:0.001041

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:43:02,561 - [INFO] - [Epoch:70]:  Training Loss:0.001033

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:43:07,996 - [INFO] - [Epoch:71]:  Training Loss:0.001031

Time cost in one epoch for training: 0.0907s
########
2023-04-15 18:43:13,491 - [INFO] - [Epoch:72]:  Training Loss:0.001031

Time cost in one epoch for training: 0.0915s
########
2023-04-15 18:43:18,863 - [INFO] - [Epoch:73]:  Training Loss:0.001032

Time cost in one epoch for training: 0.0895s
########
2023-04-15 18:43:24,203 - [INFO] - [Epoch:74]:  Training Loss:0.00103

Time cost in one epoch for training: 0.0890s
########
2023-04-15 18:43:29,645 - [INFO] - [Epoch:75]:  Training Loss:0.001033

Time cost in one epoch for training: 0.0907s
########
2023-04-15 18:43:35,138 - [INFO] - [Epoch:76]:  Training Loss:0.001032

Time cost in one epoch for training: 0.0915s
########
2023-04-15 18:43:40,572 - [INFO] - [Epoch:77]:  Training Loss:0.001033

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:43:45,999 - [INFO] - [Epoch:78]:  Training Loss:0.001025

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:43:51,425 - [INFO] - [Epoch:79]:  Training Loss:0.001031

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:43:56,910 - [INFO] - [Epoch:80]:  Training Loss:0.001037

Time cost in one epoch for training: 0.0914s
########
2023-04-15 18:44:02,313 - [INFO] - [Epoch:81]:  Training Loss:0.001037

Time cost in one epoch for training: 0.0899s
########
2023-04-15 18:44:07,727 - [INFO] - [Epoch:82]:  Training Loss:0.001027

Time cost in one epoch for training: 0.0903s
########
2023-04-15 18:44:13,148 - [INFO] - [Epoch:83]:  Training Loss:0.001031

Time cost in one epoch for training: 0.0903s
########
2023-04-15 18:44:18,622 - [INFO] - [Epoch:84]:  Training Loss:0.001025

Time cost in one epoch for training: 0.0913s
########
2023-04-15 18:44:24,179 - [INFO] - [Epoch:85]:  Training Loss:0.001028

Time cost in one epoch for training: 0.0926s
########
2023-04-15 18:44:29,525 - [INFO] - [Epoch:86]:  Training Loss:0.001027

Time cost in one epoch for training: 0.0892s
########
2023-04-15 18:44:34,950 - [INFO] - [Epoch:87]:  Training Loss:0.001027

Time cost in one epoch for training: 0.0903s
########
2023-04-15 18:44:40,323 - [INFO] - [Epoch:88]:  Training Loss:0.001022

Time cost in one epoch for training: 0.0896s
########
2023-04-15 18:44:45,774 - [INFO] - [Epoch:89]:  Training Loss:0.001023

Time cost in one epoch for training: 0.0909s
########
2023-04-15 18:44:51,218 - [INFO] - [Epoch:90]:  Training Loss:0.001021

Time cost in one epoch for training: 0.0908s
########
2023-04-15 18:44:56,615 - [INFO] - [Epoch:91]:  Training Loss:0.001018

Time cost in one epoch for training: 0.0899s
########
2023-04-15 18:45:02,051 - [INFO] - [Epoch:92]:  Training Loss:0.00104

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:45:07,491 - [INFO] - [Epoch:93]:  Training Loss:0.001033

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:45:12,996 - [INFO] - [Epoch:94]:  Training Loss:0.00103

Time cost in one epoch for training: 0.0917s
########
2023-04-15 18:45:18,350 - [INFO] - [Epoch:95]:  Training Loss:0.001044

Time cost in one epoch for training: 0.0893s
########
2023-04-15 18:45:23,826 - [INFO] - [Epoch:96]:  Training Loss:0.001031

Time cost in one epoch for training: 0.0912s
########
2023-04-15 18:45:29,292 - [INFO] - [Epoch:97]:  Training Loss:0.00104

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:45:34,752 - [INFO] - [Epoch:98]:  Training Loss:0.001033

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:45:40,167 - [INFO] - [Epoch:99]:  Training Loss:0.001046

Time cost in one epoch for training: 0.0903s
########
2023-04-15 18:45:45,633 - [INFO] - [Epoch:100]:  Training Loss:0.001028

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:45:51,066 - [INFO] - [Epoch:101]:  Training Loss:0.001044

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:45:56,551 - [INFO] - [Epoch:102]:  Training Loss:0.001027

Time cost in one epoch for training: 0.0914s
########
2023-04-15 18:46:01,916 - [INFO] - [Epoch:103]:  Training Loss:0.001021

Time cost in one epoch for training: 0.0894s
########
2023-04-15 18:46:07,305 - [INFO] - [Epoch:104]:  Training Loss:0.001034

Time cost in one epoch for training: 0.0899s
########
2023-04-15 18:46:12,750 - [INFO] - [Epoch:105]:  Training Loss:0.001022

Time cost in one epoch for training: 0.0907s
########
2023-04-15 18:46:18,255 - [INFO] - [Epoch:106]:  Training Loss:0.001044

Time cost in one epoch for training: 0.0917s
########
2023-04-15 18:46:23,655 - [INFO] - [Epoch:107]:  Training Loss:0.001029

Time cost in one epoch for training: 0.0900s
########
2023-04-15 18:46:29,174 - [INFO] - [Epoch:108]:  Training Loss:0.001027

Time cost in one epoch for training: 0.0921s
########
2023-04-15 18:46:34,635 - [INFO] - [Epoch:109]:  Training Loss:0.001025

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:46:40,053 - [INFO] - [Epoch:110]:  Training Loss:0.001017

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:46:45,509 - [INFO] - [Epoch:111]:  Training Loss:0.001024

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:46:50,958 - [INFO] - [Epoch:112]:  Training Loss:0.001022

Time cost in one epoch for training: 0.0908s
########
2023-04-15 18:46:56,437 - [INFO] - [Epoch:113]:  Training Loss:0.001016

Time cost in one epoch for training: 0.0913s
########
2023-04-15 18:47:01,940 - [INFO] - [Epoch:114]:  Training Loss:0.001016

Time cost in one epoch for training: 0.0917s
########
2023-04-15 18:47:07,388 - [INFO] - [Epoch:115]:  Training Loss:0.001027

Time cost in one epoch for training: 0.0908s
########
2023-04-15 18:47:12,927 - [INFO] - [Epoch:116]:  Training Loss:0.001044

Time cost in one epoch for training: 0.0923s
########
2023-04-15 18:47:18,382 - [INFO] - [Epoch:117]:  Training Loss:0.001019

Time cost in one epoch for training: 0.0909s
########
2023-04-15 18:47:23,799 - [INFO] - [Epoch:118]:  Training Loss:0.001056

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:47:29,268 - [INFO] - [Epoch:119]:  Training Loss:0.001035

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:47:34,709 - [INFO] - [Epoch:120]:  Training Loss:0.001055

Time cost in one epoch for training: 0.0907s
########
2023-04-15 18:47:40,208 - [INFO] - [Epoch:121]:  Training Loss:0.001032

Time cost in one epoch for training: 0.0916s
########
2023-04-15 18:47:45,664 - [INFO] - [Epoch:122]:  Training Loss:0.001025

Time cost in one epoch for training: 0.0909s
########
2023-04-15 18:47:51,128 - [INFO] - [Epoch:123]:  Training Loss:0.001025

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:47:56,557 - [INFO] - [Epoch:124]:  Training Loss:0.001033

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:48:02,009 - [INFO] - [Epoch:125]:  Training Loss:0.00104

Time cost in one epoch for training: 0.0908s
########
2023-04-15 18:48:07,434 - [INFO] - [Epoch:126]:  Training Loss:0.001021

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:48:12,951 - [INFO] - [Epoch:127]:  Training Loss:0.001022

Time cost in one epoch for training: 0.0919s
########
2023-04-15 18:48:18,364 - [INFO] - [Epoch:128]:  Training Loss:0.001044

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:48:23,795 - [INFO] - [Epoch:129]:  Training Loss:0.001048

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:48:29,215 - [INFO] - [Epoch:130]:  Training Loss:0.001033

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:48:34,694 - [INFO] - [Epoch:131]:  Training Loss:0.001028

Time cost in one epoch for training: 0.0913s
########
2023-04-15 18:48:40,199 - [INFO] - [Epoch:132]:  Training Loss:0.001061

Time cost in one epoch for training: 0.0918s
########
2023-04-15 18:48:45,664 - [INFO] - [Epoch:133]:  Training Loss:0.001043

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:48:51,129 - [INFO] - [Epoch:134]:  Training Loss:0.001027

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:48:56,666 - [INFO] - [Epoch:135]:  Training Loss:0.001037

Time cost in one epoch for training: 0.0923s
########
2023-04-15 18:49:02,164 - [INFO] - [Epoch:136]:  Training Loss:0.001036

Time cost in one epoch for training: 0.0917s
########
2023-04-15 18:49:07,645 - [INFO] - [Epoch:137]:  Training Loss:0.001028

Time cost in one epoch for training: 0.0913s
########
2023-04-15 18:49:13,091 - [INFO] - [Epoch:138]:  Training Loss:0.001043

Time cost in one epoch for training: 0.0908s
########
2023-04-15 18:49:18,528 - [INFO] - [Epoch:139]:  Training Loss:0.001042

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:49:24,020 - [INFO] - [Epoch:140]:  Training Loss:0.001024

Time cost in one epoch for training: 0.0916s
########
2023-04-15 18:49:29,484 - [INFO] - [Epoch:141]:  Training Loss:0.001016

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:49:35,002 - [INFO] - [Epoch:142]:  Training Loss:0.001014

Time cost in one epoch for training: 0.0920s
########
2023-04-15 18:49:40,407 - [INFO] - [Epoch:143]:  Training Loss:0.001015

Time cost in one epoch for training: 0.0901s
########
2023-04-15 18:49:45,848 - [INFO] - [Epoch:144]:  Training Loss:0.001018

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:49:51,329 - [INFO] - [Epoch:145]:  Training Loss:0.001021

Time cost in one epoch for training: 0.0914s
########
2023-04-15 18:49:56,762 - [INFO] - [Epoch:146]:  Training Loss:0.001032

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:50:02,221 - [INFO] - [Epoch:147]:  Training Loss:0.001164

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:50:07,736 - [INFO] - [Epoch:148]:  Training Loss:0.001046

Time cost in one epoch for training: 0.0920s
########
2023-04-15 18:50:13,232 - [INFO] - [Epoch:149]:  Training Loss:0.001032

Time cost in one epoch for training: 0.0916s
########
2023-04-15 18:50:18,670 - [INFO] - [Epoch:150]:  Training Loss:0.001024

Time cost in one epoch for training: 0.0906s
########
2023-04-15 18:50:24,220 - [INFO] - [Epoch:151]:  Training Loss:0.001027

Time cost in one epoch for training: 0.0926s
########
2023-04-15 18:50:29,822 - [INFO] - [Epoch:152]:  Training Loss:0.00103

Time cost in one epoch for training: 0.0933s
########
2023-04-15 18:50:35,238 - [INFO] - [Epoch:153]:  Training Loss:0.00102

Time cost in one epoch for training: 0.0903s
########
2023-04-15 18:50:40,646 - [INFO] - [Epoch:154]:  Training Loss:0.001012

Time cost in one epoch for training: 0.0901s
########
2023-04-15 18:50:46,082 - [INFO] - [Epoch:155]:  Training Loss:0.00101

Time cost in one epoch for training: 0.0907s
########
2023-04-15 18:50:51,530 - [INFO] - [Epoch:156]:  Training Loss:0.001009

Time cost in one epoch for training: 0.0907s
########
2023-04-15 18:50:56,993 - [INFO] - [Epoch:157]:  Training Loss:0.001007

Time cost in one epoch for training: 0.0910s
########
2023-04-15 18:51:02,443 - [INFO] - [Epoch:158]:  Training Loss:0.001004

Time cost in one epoch for training: 0.0909s
########
2023-04-15 18:51:07,863 - [INFO] - [Epoch:159]:  Training Loss:0.001005

Time cost in one epoch for training: 0.0904s
########
2023-04-15 18:51:13,330 - [INFO] - [Epoch:160]:  Training Loss:0.001006

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:51:18,745 - [INFO] - [Epoch:161]:  Training Loss:0.0009995

Time cost in one epoch for training: 0.0902s
########
2023-04-15 18:51:24,225 - [INFO] - [Epoch:162]:  Training Loss:0.001

Time cost in one epoch for training: 0.0914s
########
2023-04-15 18:51:29,678 - [INFO] - [Epoch:163]:  Training Loss:0.001001

Time cost in one epoch for training: 0.0909s
########
2023-04-15 18:51:35,077 - [INFO] - [Epoch:164]:  Training Loss:0.001034

Time cost in one epoch for training: 0.0899s
########
2023-04-15 18:51:40,553 - [INFO] - [Epoch:165]:  Training Loss:0.001028

Time cost in one epoch for training: 0.0913s
########
2023-04-15 18:51:45,980 - [INFO] - [Epoch:166]:  Training Loss:0.001014

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:51:51,459 - [INFO] - [Epoch:167]:  Training Loss:0.001025

Time cost in one epoch for training: 0.0913s
########
2023-04-15 18:51:56,929 - [INFO] - [Epoch:168]:  Training Loss:0.00101

Time cost in one epoch for training: 0.0912s
########
2023-04-15 18:52:02,401 - [INFO] - [Epoch:169]:  Training Loss:0.001007

Time cost in one epoch for training: 0.0912s
########
2023-04-15 18:52:07,886 - [INFO] - [Epoch:170]:  Training Loss:0.001007

Time cost in one epoch for training: 0.0913s
########
2023-04-15 18:52:13,357 - [INFO] - [Epoch:171]:  Training Loss:0.001001

Time cost in one epoch for training: 0.0912s
########
2023-04-15 18:52:18,821 - [INFO] - [Epoch:172]:  Training Loss:0.0009949

Time cost in one epoch for training: 0.0911s
########
2023-04-15 18:52:24,226 - [INFO] - [Epoch:173]:  Training Loss:0.0009959

Time cost in one epoch for training: 0.0900s
########
2023-04-15 18:52:29,631 - [INFO] - [Epoch:174]:  Training Loss:0.0009979

Time cost in one epoch for training: 0.0901s
########
2023-04-15 18:52:35,128 - [INFO] - [Epoch:175]:  Training Loss:0.001007

Time cost in one epoch for training: 0.0916s
########
2023-04-15 18:52:40,848 - [INFO] - [Epoch:176]:  Training Loss:0.0009936

Time cost in one epoch for training: 0.0953s
########
2023-04-15 18:52:46,267 - [INFO] - [Epoch:177]:  Training Loss:0.001003

Time cost in one epoch for training: 0.0904s
########
2023-04-15 18:52:51,702 - [INFO] - [Epoch:178]:  Training Loss:0.0009928

Time cost in one epoch for training: 0.0905s
########
2023-04-15 18:52:57,105 - [INFO] - [Epoch:179]:  Training Loss:0.001019

Time cost in one epoch for training: 0.0901s
########
2023-04-15 18:53:02,497 - [INFO] - [Epoch:180]:  Training Loss:0.001007

Time cost in one epoch for training: 0.0899s
########
2023-04-15 18:53:07,887 - [INFO] - [Epoch:181]:  Training Loss:0.001006

